JournalInstructionsTitle |= Journal
SkillProgress_Garden_7 |= You've done it! You are a true master now. My final piece of advice: never buy magic seeds from questionable market stalls run by what may or may not be leprechauns. I made that mistake once, and the seeds grew into this tiny beanstalk with the biggest root system the world has ever seen.
SkillProgress_Garden_7 |= I dug down to explore the caverns the roots made, hoping to find pots of gold or something. But all I saw were strange metal artefacts and odd-looking sunken cities. Real disappointment.

SkillProgress_Cooking_0 |= Want to know the first recipe I ever created? It was a blend of fruits, spices and milk that would have revolutionised the baby food world. Unfortunately, being seven months old, I hadn't learned to read or write, so it's lost in the mists of time.
SkillProgress_Cooking_0 |= I've tried many a time to recreate it, but you'd be surprised how few mothers are willing to let you feed their babies experimental dishes.
SkillProgress_Cooking_1 |= If you want to be a great cook, you need to travel. I spent much of my youth working in the taverns all over Quill, soaking up all the knowledge - and all the gravy - I could. Each cook taught me something new.
SkillProgress_Cooking_1 |= My greatest mentor though was the legendary Percy Pickles. He did things with soups you couldn't imagine. Like make them edible! 
SkillProgress_Cooking_2 |= Here's a tip you won't learn from any cookery books: if you see someone adding salt to your already perfectly seasoned dish, resist the urge to add even more seasoning, to season their seasoning.
SkillProgress_Cooking_2 |= Ah yes, I was a bit of a hothead in my salad days. Probably because I added so many spices to my salads. Oh also, never use dandruff instead of sugar. 
SkillProgress_Cooking_3 |= As word of your culinary skills improves, you'll start gaining all sorts of unusual admirers. At the height of my own fame I was invited to cook for the richest households in all of Quill. And once I was even asked to cater a Fae picnic.
SkillProgress_Cooking_3 |= Well, I say "asked", more like "transported in my sleep to a magical realm". Fortunately, they blindfolded me so I wouldn't see the strange, wild excesses of their party. But, oh, the sounds I heard. They still haunt my dreams.
SkillProgress_Cooking_4 |= It's time you knew the truth. I'm not the real Old Mother Hubbard. Or rather, this old lady you've been talking to is merely the body that used to be her. The real me is... over here.
SkillProgress_Cooking_4_dog |= That's right. I'm a dog. Let's not dwell on it. I've been trapped in this hairy body for more years than I care to remember. And no, it's not what you think. No witch cursed me for stealing their newt eye stew recipe. And no Fae tricked me into this in exchange for rare ingredients or anything like that. I'll tell you more another time. Right now, it's almost time for my flea remedy.
SkillProgress_Cooking_5_dog |= I suppose you're wondering how I came to inhabit the body of this dog? Well, if you must know, it was a recipe gone wrong. I know - so embarrassing... It was during my most experimental phase. I'd grown tired of conventional dishes and wanted to try something radical and new. Well, I guess I succeeded.
SkillProgress_Cooking_5_dog |= I made a delicious casserole of Fae mushrooms and hag marrow and let my trusty old dog eat the leftovers. The next morning, I woke to find we'd switched bodies. Maybe when you're worthy of further knowledge, I'll tell you how I've managed since then.
SkillProgress_Cooking_6_dog |= It hasn't been easy pretending I'm still human, you know. Luckily, my dog's spirit spends most of his time sleeping, so all I had to do was learn to be an expert ventriloquist. It took a lot longer to work out how to control my old body, but I found that by pulling on the hairs around the ankles I could make it do anything - even cook!
SkillProgress_Cooking_6_dog |= These days, I can slice an onion parchment-thin with just a couple of tugs. And my canine sense of smell has opened up a whole new world of possibilities. Still, it has its downsides. So, whatever you do, try to keep your human body as long as you can. Especially now you're so close to becoming a master cook.
SkillProgress_Cooking_7_dog |= I'm so proud of you! I knew you had it in you to become a true master. I have a nose for these things now. I baked you a whole tray of my speciality doggy treats to celebrate, but I ate them all before you came.
SkillProgress_Cooking_7_dog |= Well, I've taught you everything I know, but there are always new recipes to create, new palates to dazzle, new ingredients to discover, new posts to scent-mark... Wait, scratch that last one. Stick to the cooking.

SkillProgress_Ranged_0 |= For a while I used to live in a tree, but I kept falling out when I made powerful bow shots. I then decided that being grounded was more advantageous and less painful.
SkillProgress_Ranged_0 |= But that teaches us an important archery lesson. Life is all about balance. And so is the hunt. Your body and your breath must be in balance, but so must the forests. They need the animal population to be in equilibrium. How's that for wisdom?!
SkillProgress_Ranged_1 |= I spent years searching for the right sort of wood to make the most lethal, elegant, perfect arrows possible. Arrows that would glide and hum. Arrows that would respond to my thoughts. Arrows that would seek out my quarry and my enemy. But I learned there's no such thing.
SkillProgress_Ranged_1 |= The arrows don't make the archer. It is the archer that imbues the arrow with purpose. Make yourself one with the bow, practice the movements until they become second nature, and then whatever fills your quiver will be as deadly and true as any arrow ever fashioned. I really should write this stuff down...
SkillProgress_Ranged_2 |= I come from a long line of archers. I don't mean lots of us stood in a row. 
SkillProgress_Ranged_2 |= My grandmother was the first to put a bow in my hands. Although once I started gnawing on it, she realised I was still a bit too young and waited a couple of years before trying again.
SkillProgress_Ranged_2 |= She was quite a lady, my grandmother. She was one of my home village's founders, you know. A fierce warrior, a cunning huntress, and she could knit a pair of mittens in a flash.
SkillProgress_Ranged_3 |= When I was six years old, my village came under attack from a monstrous species that lived in the mists. Everyone looked to my mother and grandmother to defend them, as they always did. Seeing them standing there, defiant, bows in hand, I just had to join them.
SkillProgress_Ranged_3 |= Of course, adult bows were too big for me - I just couldn't pull the string back far enough - but my toy bow proved lethal enough. I was so proud that day, to be another archer in that great lineage. And I only accidentally shot one of my uncles in the leg once.
SkillProgress_Ranged_4 |= Remember how I helped to defend my village when I was a child? Well, there was another attack many years later. And the creatures came in greater numbers. We managed to repel them again, but my grandmother didn't make it this time. She killed scores of the beasts before she went down...
SkillProgress_Ranged_4 |= That's when I decided I would do anything to become the greatest archer Quill had ever known, so I could hunt down every last one of those foul creatures. I set off into the mists and became lost, and ended up here. It was then that Fairweather came to me in a dream... But I'd rather not talk about that.
SkillProgress_Ranged_5 |= I don't want you to think my life's been all death and gloom. There have been plenty of laughs along the way, and there's nothing I like better than a good party. Just ask the folk who hosted the archery drinking contest a few years back.
SkillProgress_Ranged_5 |= For every shot you drank, you had to shoot at a target. After a while, there were arrows flying in all directions, but even after downing 7 tankards of beer I still hit the bullseye every time. I just couldn't remember my name or where I lived.
SkillProgress_Ranged_6 |= I remember what it was like to be where you are now, on the cusp of complete mastery of my skills. I could have done with a bit more humility back then, to be honest. I wanted everyone to know just how good I was. But a coven of witches who specialise in bringing people down to size taught me a lesson.
SkillProgress_Ranged_6 |= To be exact, the size they brought me down to was about two and a half inches. Then they dropped me off next to a pond full of carnivorous toads with nothing but a pack of toothpicks to defend myself. Luckily, the curse wore off after three days, but toads still make me squirm. 
SkillProgress_Ranged_7 |= You've made it! You now stand shoulder to shoulder with the greatest archers who ever lived. Just remember that this achievement comes with great responsibility. There have been archers who used this level of skill for terrible things, gorging on their hunting prowess and wiping out whole species.
SkillProgress_Ranged_7 |= But the true hunter understands that the prey is not some lesser being to be slaughtered. It is a noble creature who is elevated by the hunt, and one whose carcass must be treated with respect. But enough of the serious talk. Time to get hammered and celebrate!

SkillProgress_Fishing_0 |= The trick to being a great fisherman - or woman! -  is to think like a fish. I call it "Method Fishing", 'cos it was Billy Method who first gave me the idea. He couldn't get out of his room, see, and kept banging into the walls with a kinda glassy look in his eyes.
SkillProgress_Fishing_0 |= So now I like to get into "fish" character the same way. Just make my mind a blank slate, which is easier than you'd think, and bump around until I find myself sitting on a rock with a rod in my hands. Works like a charm!
SkillProgress_Fishing_1 |= Don't trust anyone who tells you they sell magic bait. "Guaranteed catches," they'll say. "Attracts all species like a magnet," they'll add. "Here comes that idiot Twig who always buys my rubbish," they'll mutter. Well, I'm on to them now.
SkillProgress_Fishing_1 |= I figured out that the stuff they sell is magic alright - it just ain't bait! What it does is it sends mental messages to the fish and convinces them you're not to be trusted. That's why I always wear this hat now. Tells 'em I'm alright, see?
SkillProgress_Fishing_2 |= I wasn't always the famous, successful fountain of wisdom you're looking at now, you know? Back when I was nothing but a minnow, everyone told me I was as useless as bog roll in a leafy forest. But the moment I held a rod, I knew I'd found my calling.
SkillProgress_Fishing_2 |= Mum and dad went from making me sleep with the pigs to giving me my own basket by the fireplace. Oh, my brothers and sisters sure were jealous. But it was me putting food on the table. So keep at it, and maybe you'll get a nice, cosy sleeping basket one day too.
SkillProgress_Fishing_3 |= Just got back from a lovely fishing trip,  catching Fae fish. They're the hardest to catch and the trip is something else.
SkillProgress_Fishing_3 |= You can look into those pink rivers and just get the urge to dive in, but you would likely not get out again!
SkillProgress_Fishing_3 |= I only go to such places once every so often as a treat, or when the fish here get a bit too snappy.
SkillProgress_Fishing_4 |= Don't mind telling you, first time Mr. Fairweather showed up in one of my dreams, I was scared outta my wits. "You're not Mr Cuddly Bunny," I said. That's who usually showed up in my dreams. Big, nice white rabbit, he was.
SkillProgress_Fishing_4 |= Guess that's how Mr Fairweather got the idea for my new look. I always did want to be a bunny. Probably 'cos I had so many brothers and sisters, I dreamed of being an only rabbit. Anyway, I still dream of Mr Cuddly Bunny now and again, but now he can't make fun of me having human ears anymore.
SkillProgress_Fishing_5 |= Have you ever wondered where all the fish come from? I mean, who put them in the water? Did they fall out of the clouds? Did they just walk there and then forget to use their legs? I've been trying to get the answers out of them for years, but they just won't tell.
SkillProgress_Fishing_5 |= I got close to finding out one time. I caught this absolute whopper who coughed up an old boot. So I figure, either a one-legged man carried the fish there and then the fish ate him, or all fish used to be cobblers who had a change of career. The mystery continues...
SkillProgress_Fishing_6 |= Look at you! Always knew you had a knack for fishing but wasn't sure you'd ever get this far. Won't be long before you're as good as old Twig hisself. Gooder even. Until then, you've still got a few things to learn.
SkillProgress_Fishing_6 |= Like, for example, did you know taking your fishing tackle into the bath is a bad idea? Learned that from personal experience. Also, worms are not as delicious as fish would have you believe. And don't get me started on yellow snow!
